description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
Keratinization,7340,17,Keratinization,REAC:R-DRE-6805567,1.0,['REAC:R-DRE-1266738'],0.004246814888833375,query_1,4003,0.4722222222222222,False,REAC,36
Keratan sulfate/keratin metabolism,7340,19,Keratan sulfate/keratin metabolism,REAC:R-DRE-1638074,1.0,['REAC:R-DRE-1630316'],0.004746440169872595,query_1,4003,0.6551724137931034,False,REAC,29
Keratan sulfate degradation,7340,10,Keratan sulfate degradation,REAC:R-DRE-2022857,1.0,['REAC:R-DRE-1638074'],0.002498126405196103,query_1,4003,0.8333333333333334,False,REAC,12
Keratan sulfate biosynthesis,7340,16,Keratan sulfate biosynthesis,REAC:R-DRE-2022854,1.0,['REAC:R-DRE-1638074'],0.003997002248313765,query_1,4003,0.6666666666666666,False,REAC,24
KSRP (KHSRP) binds and destabilizes mRNA,7340,4,KSRP (KHSRP) binds and destabilizes mRNA,REAC:R-DRE-450604,1.0,['REAC:R-DRE-450531'],0.0009992505620784412,query_1,4003,0.2857142857142857,False,REAC,14
Josephin domain DUBs,7340,5,Josephin domain DUBs,REAC:R-DRE-5689877,1.0,['REAC:R-DRE-5688426'],0.0012490632025980515,query_1,4003,0.38461538461538464,False,REAC,13
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,7340,18,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,REAC:R-DRE-450321,1.0,['REAC:R-DRE-450294'],0.0044966275293529855,query_1,4003,0.8181818181818182,False,REAC,22
Leukotriene receptors,7340,3,Leukotriene receptors,REAC:R-DRE-391906,1.0,['REAC:R-DRE-391903'],0.0007494379215588309,query_1,4003,0.5,False,REAC,6
Lewis blood group biosynthesis,7340,7,Lewis blood group biosynthesis,REAC:R-DRE-9037629,1.0,['REAC:R-DRE-9033658'],0.0017486884836372721,query_1,4003,0.6363636363636364,False,REAC,11
Ligand-receptor interactions,7340,4,Ligand-receptor interactions,REAC:R-DRE-5632681,1.0,['REAC:R-DRE-5632684'],0.0009992505620784412,query_1,4003,0.5,False,REAC,8
Linoleic acid (LA) metabolism,7340,5,Linoleic acid (LA) metabolism,REAC:R-DRE-2046105,1.0,['REAC:R-DRE-2046104'],0.0012490632025980515,query_1,4003,0.7142857142857143,False,REAC,7
MASTL Facilitates Mitotic Progression,7340,2,MASTL Facilitates Mitotic Progression,REAC:R-DRE-2465910,1.0,['REAC:R-DRE-68875'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
MAPK6/MAPK4 signaling,7340,43,MAPK6/MAPK4 signaling,REAC:R-DRE-5687128,1.0,['REAC:R-DRE-5683057'],0.010741943542343242,query_1,4003,0.5733333333333334,False,REAC,75
MAPK3 (ERK1) activation,7340,2,MAPK3 (ERK1) activation,REAC:R-DRE-110056,1.0,['REAC:R-DRE-112409'],0.0004996252810392206,query_1,4003,0.3333333333333333,False,REAC,6
MAPK1/MAPK3 signaling,7340,125,MAPK1/MAPK3 signaling,REAC:R-DRE-5684996,1.0,['REAC:R-DRE-5683057'],0.031226580064951288,query_1,4003,0.5952380952380952,False,REAC,210
MAPK1 (ERK2) activation,7340,2,MAPK1 (ERK2) activation,REAC:R-DRE-112411,1.0,['REAC:R-DRE-112409'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
MAPK targets/ Nuclear events mediated by MAP kinases,7340,17,MAPK targets/ Nuclear events mediated by MAP kinases,REAC:R-DRE-450282,1.0,['REAC:R-DRE-450294'],0.004246814888833375,query_1,4003,0.4722222222222222,False,REAC,36
MAPK family signaling cascades,7340,141,MAPK family signaling cascades,REAC:R-DRE-5683057,1.0,['REAC:R-DRE-162582'],0.03522358231326505,query_1,4003,0.6051502145922747,False,REAC,233
Ion transport by P-type ATPases,7340,21,Ion transport by P-type ATPases,REAC:R-DRE-936837,1.0,['REAC:R-DRE-983712'],0.005246065450911816,query_1,4003,0.5384615384615384,False,REAC,39
MAP2K and MAPK activation,7340,22,MAP2K and MAPK activation,REAC:R-DRE-5674135,1.0,['REAC:R-DRE-5673001'],0.005495878091431427,query_1,4003,0.7096774193548387,False,REAC,31
M Phase,7340,156,M Phase,REAC:R-DRE-68886,1.0,['REAC:R-DRE-69278'],0.0389707719210592,query_1,4003,0.52,False,REAC,300
Lysosphingolipid and LPA receptors,7340,5,Lysosphingolipid and LPA receptors,REAC:R-DRE-419408,1.0,['REAC:R-DRE-373076'],0.0012490632025980515,query_1,4003,0.7142857142857143,False,REAC,7
Lysosome Vesicle Biogenesis,7340,20,Lysosome Vesicle Biogenesis,REAC:R-DRE-432720,1.0,['REAC:R-DRE-199992'],0.004996252810392206,query_1,4003,0.5714285714285714,False,REAC,35
Lysosomal oligosaccharide catabolism,7340,2,Lysosomal oligosaccharide catabolism,REAC:R-DRE-8853383,1.0,['REAC:R-DRE-71387'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Lysine catabolism,7340,5,Lysine catabolism,REAC:R-DRE-71064,1.0,['REAC:R-DRE-71291'],0.0012490632025980515,query_1,4003,0.625,False,REAC,8
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,7340,3,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,REAC:R-DRE-446343,1.0,['REAC:R-DRE-446353'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Lipid particle organization,7340,1,Lipid particle organization,REAC:R-DRE-8964572,1.0,['REAC:R-DRE-556833'],0.0002498126405196103,query_1,4003,0.3333333333333333,False,REAC,3
MAP kinase activation,7340,34,MAP kinase activation,REAC:R-DRE-450294,1.0,"['REAC:R-DRE-166058', 'REAC:R-DRE-168164', 'REAC:R-DRE-448424', 'REAC:R-DRE-937061', 'REAC:R-DRE-975138', 'REAC:R-DRE-975871']",0.00849362977766675,query_1,4003,0.53125,False,REAC,64
Heme biosynthesis,7340,5,Heme biosynthesis,REAC:R-DRE-189451,1.0,['REAC:R-DRE-189445'],0.0012490632025980515,query_1,4003,0.5,False,REAC,10
Hedgehog ligand biogenesis,7340,33,Hedgehog ligand biogenesis,REAC:R-DRE-5358346,1.0,['REAC:R-DRE-5358351'],0.00824381713714714,query_1,4003,0.515625,False,REAC,64
Hedgehog 'on' state,7340,47,Hedgehog 'on' state,REAC:R-DRE-5632684,1.0,['REAC:R-DRE-5358351'],0.011741194104421683,query_1,4003,0.5875,False,REAC,80
Fanconi Anemia Pathway,7340,16,Fanconi Anemia Pathway,REAC:R-DRE-6783310,1.0,['REAC:R-DRE-73894'],0.003997002248313765,query_1,4003,0.48484848484848486,False,REAC,33
Factors involved in megakaryocyte development and platelet production,7340,49,Factors involved in megakaryocyte development and platelet production,REAC:R-DRE-983231,1.0,['REAC:R-DRE-109582'],0.012240819385460905,query_1,4003,0.5697674418604651,False,REAC,86
FRS-mediated FGFR4 signaling,7340,9,FRS-mediated FGFR4 signaling,REAC:R-DRE-5654712,1.0,['REAC:R-DRE-5654716'],0.0022483137646764927,query_1,4003,0.5625,False,REAC,16
FRS-mediated FGFR3 signaling,7340,9,FRS-mediated FGFR3 signaling,REAC:R-DRE-5654706,1.0,['REAC:R-DRE-5654708'],0.0022483137646764927,query_1,4003,0.5625,False,REAC,16
FRS-mediated FGFR2 signaling,7340,10,FRS-mediated FGFR2 signaling,REAC:R-DRE-5654700,1.0,['REAC:R-DRE-5654696'],0.002498126405196103,query_1,4003,0.43478260869565216,False,REAC,23
FRS-mediated FGFR1 signaling,7340,11,FRS-mediated FGFR1 signaling,REAC:R-DRE-5654693,1.0,['REAC:R-DRE-5654687'],0.0027479390457157134,query_1,4003,0.5238095238095238,False,REAC,21
FOXO-mediated transcription of cell cycle genes,7340,7,FOXO-mediated transcription of cell cycle genes,REAC:R-DRE-9617828,1.0,['REAC:R-DRE-9614085'],0.0017486884836372721,query_1,4003,1.0,False,REAC,7
FOXO-mediated transcription,7340,15,FOXO-mediated transcription,REAC:R-DRE-9614085,1.0,['REAC:R-DRE-212436'],0.0037471896077941546,query_1,4003,0.7894736842105263,False,REAC,19
FLT3 Signaling,7340,136,FLT3 Signaling,REAC:R-DRE-9607240,1.0,['REAC:R-DRE-1280215'],0.033974519110667,query_1,4003,0.6181818181818182,False,REAC,220
FGFRL1 modulation of FGFR1 signaling,7340,7,FGFRL1 modulation of FGFR1 signaling,REAC:R-DRE-5658623,1.0,['REAC:R-DRE-5654736'],0.0017486884836372721,query_1,4003,0.4666666666666667,False,REAC,15
FGFR4 ligand binding and activation,7340,6,FGFR4 ligand binding and activation,REAC:R-DRE-190322,1.0,['REAC:R-DRE-5654743'],0.0014988758431176618,query_1,4003,0.5,False,REAC,12
FGFR3c ligand binding and activation,7340,7,FGFR3c ligand binding and activation,REAC:R-DRE-190372,1.0,['REAC:R-DRE-190239'],0.0017486884836372721,query_1,4003,0.5384615384615384,False,REAC,13
FGFR3b ligand binding and activation,7340,4,FGFR3b ligand binding and activation,REAC:R-DRE-190371,1.0,['REAC:R-DRE-190239'],0.0009992505620784412,query_1,4003,0.6666666666666666,False,REAC,6
FGFR3 ligand binding and activation,7340,7,FGFR3 ligand binding and activation,REAC:R-DRE-190239,1.0,['REAC:R-DRE-5654741'],0.0017486884836372721,query_1,4003,0.5384615384615384,False,REAC,13
FGFR2c ligand binding and activation,7340,6,FGFR2c ligand binding and activation,REAC:R-DRE-190375,1.0,['REAC:R-DRE-190241'],0.0014988758431176618,query_1,4003,0.5,False,REAC,12
Fatty acid metabolism,7340,85,Fatty acid metabolism,REAC:R-DRE-8978868,1.0,['REAC:R-DRE-556833'],0.021234074444166876,query_1,4003,0.5782312925170068,False,REAC,147
FGFR2b ligand binding and activation,7340,2,FGFR2b ligand binding and activation,REAC:R-DRE-190377,1.0,['REAC:R-DRE-190241'],0.0004996252810392206,query_1,4003,0.15384615384615385,False,REAC,13
Fatty acids,7340,5,Fatty acids,REAC:R-DRE-211935,1.0,['REAC:R-DRE-211897'],0.0012490632025980515,query_1,4003,0.45454545454545453,False,REAC,11
Fc epsilon receptor (FCERI) signaling,7340,96,Fc epsilon receptor (FCERI) signaling,REAC:R-DRE-2454202,1.0,['REAC:R-DRE-168249'],0.02398201348988259,query_1,4003,0.4549763033175355,False,REAC,211
Frs2-mediated activation,7340,9,Frs2-mediated activation,REAC:R-DRE-170968,1.0,['REAC:R-DRE-169893'],0.0022483137646764927,query_1,4003,0.6428571428571429,False,REAC,14
Free fatty acids regulate insulin secretion,7340,4,Free fatty acids regulate insulin secretion,REAC:R-DRE-400451,1.0,['REAC:R-DRE-422356'],0.0009992505620784412,query_1,4003,0.5714285714285714,False,REAC,7
Free fatty acid receptors,7340,1,Free fatty acid receptors,REAC:R-DRE-444209,1.0,['REAC:R-DRE-373076'],0.0002498126405196103,query_1,4003,0.14285714285714285,False,REAC,7
Formation of xylulose-5-phosphate,7340,1,Formation of xylulose-5-phosphate,REAC:R-DRE-5661270,1.0,['REAC:R-DRE-71387'],0.0002498126405196103,query_1,4003,0.5,False,REAC,2
"Formation of the ternary complex, and subsequently, the 43S complex",7340,30,"Formation of the ternary complex, and subsequently, the 43S complex",REAC:R-DRE-72695,1.0,['REAC:R-DRE-72737'],0.007494379215588309,query_1,4003,0.5660377358490566,False,REAC,53
Formation of the cornified envelope,7340,17,Formation of the cornified envelope,REAC:R-DRE-6809371,1.0,['REAC:R-DRE-6805567'],0.004246814888833375,query_1,4003,0.4722222222222222,False,REAC,36
Formation of the beta-catenin:TCF transactivating complex,7340,26,Formation of the beta-catenin:TCF transactivating complex,REAC:R-DRE-201722,1.0,['REAC:R-DRE-201681'],0.006495128653509868,query_1,4003,0.5909090909090909,False,REAC,44
"Formation of the active cofactor, UDP-glucuronate",7340,1,"Formation of the active cofactor, UDP-glucuronate",REAC:R-DRE-173599,1.0,['REAC:R-DRE-156588'],0.0002498126405196103,query_1,4003,0.2,False,REAC,5
Formation of apoptosome,7340,1,Formation of apoptosome,REAC:R-DRE-111458,1.0,['REAC:R-DRE-111461'],0.0002498126405196103,query_1,4003,0.3333333333333333,False,REAC,3
Formation of a pool of free 40S subunits,7340,55,Formation of a pool of free 40S subunits,REAC:R-DRE-72689,1.0,['REAC:R-DRE-72737'],0.013739695228578565,query_1,4003,0.5729166666666666,False,REAC,96
Formation of TC-NER Pre-Incision Complex,7340,26,Formation of TC-NER Pre-Incision Complex,REAC:R-DRE-6781823,1.0,['REAC:R-DRE-6781827'],0.006495128653509868,query_1,4003,0.52,False,REAC,50
Formation of Incision Complex in GG-NER,7340,25,Formation of Incision Complex in GG-NER,REAC:R-DRE-5696395,1.0,['REAC:R-DRE-5696399'],0.006245316012990257,query_1,4003,0.5952380952380952,False,REAC,42
Formation of Fibrin Clot (Clotting Cascade),7340,19,Formation of Fibrin Clot (Clotting Cascade),REAC:R-DRE-140877,1.0,['REAC:R-DRE-109582'],0.004746440169872595,query_1,4003,0.4418604651162791,False,REAC,43
Fertilization,7340,12,Fertilization,REAC:R-DRE-1187000,1.0,['REAC:R-DRE-1474165'],0.0029977516862353237,query_1,4003,0.8,False,REAC,15
Fcgamma receptor (FCGR) dependent phagocytosis,7340,55,Fcgamma receptor (FCGR) dependent phagocytosis,REAC:R-DRE-2029480,1.0,['REAC:R-DRE-168249'],0.013739695228578565,query_1,4003,0.39568345323741005,False,REAC,139
Fatty acyl-CoA biosynthesis,7340,18,Fatty acyl-CoA biosynthesis,REAC:R-DRE-75105,1.0,['REAC:R-DRE-8978868'],0.0044966275293529855,query_1,4003,0.5806451612903226,False,REAC,31
FGFR2 ligand binding and activation,7340,7,FGFR2 ligand binding and activation,REAC:R-DRE-190241,1.0,['REAC:R-DRE-5654738'],0.0017486884836372721,query_1,4003,0.2916666666666667,False,REAC,24
FGFR1c ligand binding and activation,7340,7,FGFR1c ligand binding and activation,REAC:R-DRE-190373,1.0,['REAC:R-DRE-190242'],0.0017486884836372721,query_1,4003,0.6363636363636364,False,REAC,11
FGFR1c and Klotho ligand binding and activation,7340,2,FGFR1c and Klotho ligand binding and activation,REAC:R-DRE-190374,1.0,['REAC:R-DRE-190242'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Ephrin signaling,7340,9,Ephrin signaling,REAC:R-DRE-3928664,1.0,['REAC:R-DRE-2682334'],0.0022483137646764927,query_1,4003,0.6428571428571429,False,REAC,14
Enzymatic degradation of dopamine by COMT,7340,2,Enzymatic degradation of dopamine by COMT,REAC:R-DRE-379397,1.0,['REAC:R-DRE-379401'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Enzymatic degradation of Dopamine by monoamine oxidase,7340,2,Enzymatic degradation of Dopamine by monoamine oxidase,REAC:R-DRE-379398,1.0,['REAC:R-DRE-379401'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Energy dependent regulation of mTOR by LKB1-AMPK,7340,16,Energy dependent regulation of mTOR by LKB1-AMPK,REAC:R-DRE-380972,1.0,['REAC:R-DRE-165159'],0.003997002248313765,query_1,4003,0.6666666666666666,False,REAC,24
Endosomal/Vacuolar pathway,7340,10,Endosomal/Vacuolar pathway,REAC:R-DRE-1236977,1.0,['REAC:R-DRE-1236975'],0.002498126405196103,query_1,4003,0.5,False,REAC,20
Endosomal Sorting Complex Required For Transport (ESCRT),7340,15,Endosomal Sorting Complex Required For Transport (ESCRT),REAC:R-DRE-917729,1.0,['REAC:R-DRE-199991'],0.0037471896077941546,query_1,4003,0.5769230769230769,False,REAC,26
Endogenous sterols,7340,6,Endogenous sterols,REAC:R-DRE-211976,1.0,['REAC:R-DRE-211897'],0.0014988758431176618,query_1,4003,0.2608695652173913,False,REAC,23
Elevation of cytosolic Ca2+ levels,7340,3,Elevation of cytosolic Ca2+ levels,REAC:R-DRE-139853,1.0,['REAC:R-DRE-418360'],0.0007494379215588309,query_1,4003,0.21428571428571427,False,REAC,14
Electric Transmission Across Gap Junctions,7340,1,Electric Transmission Across Gap Junctions,REAC:R-DRE-112303,1.0,['REAC:R-DRE-112307'],0.0002498126405196103,query_1,4003,0.16666666666666666,False,REAC,6
Elastic fibre formation,7340,27,Elastic fibre formation,REAC:R-DRE-1566948,1.0,['REAC:R-DRE-1474244'],0.006744941294029478,query_1,4003,0.6923076923076923,False,REAC,39
Eicosanoids,7340,1,Eicosanoids,REAC:R-DRE-211979,1.0,['REAC:R-DRE-211897'],0.0002498126405196103,query_1,4003,0.2,False,REAC,5
Eicosanoid ligand-binding receptors,7340,6,Eicosanoid ligand-binding receptors,REAC:R-DRE-391903,1.0,['REAC:R-DRE-373076'],0.0014988758431176618,query_1,4003,0.4,False,REAC,15
Effects of PIP2 hydrolysis,7340,12,Effects of PIP2 hydrolysis,REAC:R-DRE-114508,1.0,"['REAC:R-DRE-416476', 'REAC:R-DRE-76002']",0.0029977516862353237,query_1,4003,0.5217391304347826,False,REAC,23
ESR-mediated signaling,7340,83,ESR-mediated signaling,REAC:R-DRE-8939211,1.0,['REAC:R-DRE-9006931'],0.020734449163127656,query_1,4003,0.6148148148148148,False,REAC,135
ERKs are inactivated,7340,6,ERKs are inactivated,REAC:R-DRE-202670,1.0,['REAC:R-DRE-198753'],0.0014988758431176618,query_1,4003,0.3333333333333333,False,REAC,18
Epigenetic regulation of gene expression,7340,31,Epigenetic regulation of gene expression,REAC:R-DRE-212165,1.0,['REAC:R-DRE-74160'],0.007744191856107919,query_1,4003,0.484375,False,REAC,64
Erythrocytes take up carbon dioxide and release oxygen,7340,6,Erythrocytes take up carbon dioxide and release oxygen,REAC:R-DRE-1237044,1.0,['REAC:R-DRE-1480926'],0.0014988758431176618,query_1,4003,1.0,False,REAC,6
Erythrocytes take up oxygen and release carbon dioxide,7340,6,Erythrocytes take up oxygen and release carbon dioxide,REAC:R-DRE-1247673,1.0,['REAC:R-DRE-1480926'],0.0014988758431176618,query_1,4003,1.0,False,REAC,6
Establishment of Sister Chromatid Cohesion,7340,6,Establishment of Sister Chromatid Cohesion,REAC:R-DRE-2468052,1.0,['REAC:R-DRE-69242'],0.0014988758431176618,query_1,4003,0.6,False,REAC,10
FGFR1b ligand binding and activation,7340,3,FGFR1b ligand binding and activation,REAC:R-DRE-190370,1.0,['REAC:R-DRE-190242'],0.0007494379215588309,query_1,4003,0.375,False,REAC,8
FGFR1 ligand binding and activation,7340,9,FGFR1 ligand binding and activation,REAC:R-DRE-190242,1.0,['REAC:R-DRE-5654736'],0.0022483137646764927,query_1,4003,0.5,False,REAC,18
FCERI mediated MAPK activation,7340,44,FCERI mediated MAPK activation,REAC:R-DRE-2871796,1.0,['REAC:R-DRE-2454202'],0.010991756182862853,query_1,4003,0.3492063492063492,False,REAC,126
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,7340,30,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,REAC:R-DRE-8854050,1.0,['REAC:R-DRE-69275'],0.007494379215588309,query_1,4003,0.5084745762711864,False,REAC,59
Extrinsic Pathway of Fibrin Clot Formation,7340,2,Extrinsic Pathway of Fibrin Clot Formation,REAC:R-DRE-140834,1.0,['REAC:R-DRE-140877'],0.0004996252810392206,query_1,4003,0.3333333333333333,False,REAC,6
Extracellular matrix organization,7340,150,Extracellular matrix organization,REAC:R-DRE-1474244,1.0,['REAC:0000000'],0.03747189607794155,query_1,4003,0.5474452554744526,False,REAC,274
Extra-nuclear estrogen signaling,7340,39,Extra-nuclear estrogen signaling,REAC:R-DRE-9009391,1.0,['REAC:R-DRE-8939211'],0.0097426929802648,query_1,4003,0.6610169491525424,False,REAC,59
Fructose biosynthesis,7340,3,Fructose biosynthesis,REAC:R-DRE-5652227,1.0,['REAC:R-DRE-5652084'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Expression and Processing of Neurotrophins,7340,3,Expression and Processing of Neurotrophins,REAC:R-DRE-9036866,1.0,['REAC:R-DRE-166520'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Eukaryotic Translation Initiation,7340,65,Eukaryotic Translation Initiation,REAC:R-DRE-72613,1.0,['REAC:R-DRE-72766'],0.016237821633774668,query_1,4003,0.5555555555555556,False,REAC,117
Eukaryotic Translation Elongation,7340,3,Eukaryotic Translation Elongation,REAC:R-DRE-156842,1.0,['REAC:R-DRE-72766'],0.0007494379215588309,query_1,4003,0.5,False,REAC,6
Ethanol oxidation,7340,2,Ethanol oxidation,REAC:R-DRE-71384,1.0,['REAC:R-DRE-211945'],0.0004996252810392206,query_1,4003,0.2222222222222222,False,REAC,9
Estrogen-stimulated signaling through PRKCZ,7340,3,Estrogen-stimulated signaling through PRKCZ,REAC:R-DRE-9634635,1.0,['REAC:R-DRE-9009391'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,7340,6,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,REAC:R-DRE-9634638,1.0,['REAC:R-DRE-9009391'],0.0014988758431176618,query_1,4003,0.8571428571428571,False,REAC,7
Estrogen-dependent gene expression,7340,43,Estrogen-dependent gene expression,REAC:R-DRE-9018519,1.0,['REAC:R-DRE-8939211'],0.010741943542343242,query_1,4003,0.5733333333333334,False,REAC,75
Estrogen biosynthesis,7340,4,Estrogen biosynthesis,REAC:R-DRE-193144,1.0,['REAC:R-DRE-196071'],0.0009992505620784412,query_1,4003,0.8,False,REAC,5
Eukaryotic Translation Termination,7340,1,Eukaryotic Translation Termination,REAC:R-DRE-72764,1.0,['REAC:R-DRE-72766'],0.0002498126405196103,query_1,4003,0.16666666666666666,False,REAC,6
Fructose catabolism,7340,3,Fructose catabolism,REAC:R-DRE-70350,1.0,['REAC:R-DRE-5652084'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
